Domain,Question,,,,,,,,,,,,Answer
Ethical Hacking and Penetration Testing,What is cross-site scripting (XSS)?,Cross-site scripting (XSS) is a vulnerability that allows attackers to inject malicious scripts into web pages viewed by users, which can steal data or perform malicious actions on behalf of the user.,,,,,,,,,,Cross-site scripting (XSS) is a vulnerability that allows attackers to inject malicious scripts into web pages viewed by users  which can steal data or perform malicious actions on behalf of the user.
Ethical Hacking and Penetration Testing,What is a denial of service (DoS) attack?,A denial of service (DoS) attack is an attempt to make a system or network resource unavailable to its intended users, usually by overwhelming it with traffic or consuming resources.,,,,,,,,,,A denial of service (DoS) attack is an attempt to make a system or network resource unavailable to its intended users  usually by overwhelming it with traffic or consuming resources.
Ethical Hacking and Penetration Testing,What is the difference between DoS and DDoS attacks?,A DoS attack is performed by a single system, while a Distributed Denial of Service (DDoS) attack is carried out using multiple systems (often a botnet) to overwhelm the target system.,,,,,,,,,,A DoS attack is performed by a single system  while a Distributed Denial of Service (DDoS) attack is carried out using multiple systems (often a botnet) to overwhelm the target system.
Ethical Hacking and Penetration Testing,What is a rootkit?,A rootkit is a set of malicious software tools that enable unauthorized users to gain access to a computer or network while concealing their presence and activity.,,,,,,,,,,,A rootkit is a set of malicious software tools that enable unauthorized users to gain access to a computer or network while concealing their presence and activity.
Ethical Hacking and Penetration Testing,What is the purpose of a firewall?,A firewall is a network security system that monitors and controls incoming and outgoing network traffic based on predefined security rules, helping to protect systems from unauthorized access or attacks.,,,,,,,,,,A firewall is a network security system that monitors and controls incoming and outgoing network traffic based on predefined security rules  helping to protect systems from unauthorized access or attacks.
Ethical Hacking and Penetration Testing,What is port scanning?,Port scanning is the process of scanning a range of ports on a target system to identify open or vulnerable ports that may be exploited for unauthorized access.,,,,,,,,,,,Port scanning is the process of scanning a range of ports on a target system to identify open or vulnerable ports that may be exploited for unauthorized access.
Ethical Hacking and Penetration Testing,What is the role of an ethical hacker?,An ethical hacker, also known as a penetration tester, assesses the security of systems, networks, or applications by identifying vulnerabilities and recommending improvements to prevent malicious attacks.,,,,,,,An ethical hacker  also known as a penetration tester  assesses the security of systems  networks  or applications by identifying vulnerabilities and recommending improvements to prevent malicious attacks.
Ethical Hacking and Penetration Testing,What tools are commonly used in penetration testing?,Common penetration testing tools include Nmap, Metasploit, Burp Suite, Wireshark, Aircrack-ng, and John the Ripper, among others.,,,,,Common penetration testing tools include Nmap  Metasploit  Burp Suite  Wireshark  Aircrack-ng  and John the Ripper  among others.
Ethical Hacking and Penetration Testing,What is brute force attack?,A brute force attack is a method of gaining unauthorized access to a system by systematically trying every possible combination of credentials (e.g., passwords) until the correct one is found.,,,,,,,,,,A brute force attack is a method of gaining unauthorized access to a system by systematically trying every possible combination of credentials (e.g.  passwords) until the correct one is found.
Ethical Hacking and Penetration Testing,What is a vulnerability scanner?,A vulnerability scanner is a software tool that automatically scans a system, network, or application for known vulnerabilities and security issues that could be exploited by attackers.,,,,,,,,,A vulnerability scanner is a software tool that automatically scans a system  network  or application for known vulnerabilities and security issues that could be exploited by attackers.
Ethical Hacking and Penetration Testing,What is a buffer overflow?,A buffer overflow occurs when more data is written to a buffer than it can hold, causing the excess data to overwrite adjacent memory, potentially leading to system crashes or the execution of malicious code.,,,,,,,,,A buffer overflow occurs when more data is written to a buffer than it can hold  causing the excess data to overwrite adjacent memory  potentially leading to system crashes or the execution of malicious code.
Ethical Hacking and Penetration Testing,What is an exploit?,An exploit is a piece of code or software that takes advantage of a vulnerability or weakness in a system to gain unauthorized access, control, or other malicious effects.,,,,,,,,,An exploit is a piece of code or software that takes advantage of a vulnerability or weakness in a system to gain unauthorized access  control  or other malicious effects.
Ethical Hacking and Penetration Testing,What is a keylogger?,A keylogger is a type of malicious software or hardware device that records the keystrokes of a user, typically used to steal sensitive information such as passwords and credit card numbers.,,,,,,,,,,A keylogger is a type of malicious software or hardware device that records the keystrokes of a user  typically used to steal sensitive information such as passwords and credit card numbers.
Ethical Hacking and Penetration Testing,What is a vulnerability database?,A vulnerability database is an online repository that contains information on known security vulnerabilities and exploits, often used by penetration testers to research and identify vulnerabilities in systems.,,,,,,,,,,A vulnerability database is an online repository that contains information on known security vulnerabilities and exploits  often used by penetration testers to research and identify vulnerabilities in systems.
Ethical Hacking and Penetration Testing,What is the role of encryption in security?,Encryption is the process of converting data into a coded format to prevent unauthorized access, ensuring data confidentiality and integrity during storage or transmission.,,,,,,,,,,Encryption is the process of converting data into a coded format to prevent unauthorized access  ensuring data confidentiality and integrity during storage or transmission.
Ethical Hacking and Penetration Testing,What is a zero-day vulnerability?,A zero-day vulnerability is a security flaw that is unknown to the software vendor or security community and has no available patch or fix, making it an attractive target for attackers.,,,,,,,,,,A zero-day vulnerability is a security flaw that is unknown to the software vendor or security community and has no available patch or fix  making it an attractive target for attackers.
Ethical Hacking and Penetration Testing,What is privilege escalation?,Privilege escalation is the act of gaining higher-level access to a system or network than initially authorized, often by exploiting vulnerabilities or misconfigurations.,,,,,,,,,,Privilege escalation is the act of gaining higher-level access to a system or network than initially authorized  often by exploiting vulnerabilities or misconfigurations.
Ethical Hacking and Penetration Testing,What is a Trojan horse?,A Trojan horse is a type of malware that disguises itself as a legitimate program or file to trick users into installing it, allowing attackers to gain unauthorized access to the system.,,,,,,,,,,A Trojan horse is a type of malware that disguises itself as a legitimate program or file to trick users into installing it  allowing attackers to gain unauthorized access to the system.
Ethical Hacking and Penetration Testing,What is the importance of security testing?,Security testing is critical for identifying vulnerabilities, ensuring that systems are secure from unauthorized access or exploitation, and verifying that security measures are functioning as intended.,,,,,,,,,Security testing is critical for identifying vulnerabilities  ensuring that systems are secure from unauthorized access or exploitation  and verifying that security measures are functioning as intended.
Ethical Hacking and Penetration Testing,"What is the difference between white-hat , black-hat and grey-hat hackers?",, ,White-hat hackers are ethical hackers who perform security testing with permission, black-hat hackers are malicious attackers who exploit vulnerabilities for personal gain, and grey-hat hackers operate in between, often without malicious intent but without proper authorization.,,,,,,White-hat hackers are ethical hackers who perform security testing with permission  black-hat hackers are malicious attackers who exploit vulnerabilities for personal gain  and grey-hat hackers operate in between  often without malicious intent but without proper authorization.
Ethical Hacking and Penetration Testing,What is DNS spoofing?,DNS spoofing is a type of attack where a malicious actor manipulates DNS records to redirect traffic to fraudulent websites or intercept communications.,,,,,,,,,,,DNS spoofing is a type of attack where a malicious actor manipulates DNS records to redirect traffic to fraudulent websites or intercept communications.
Ethical Hacking and Penetration Testing,What is a reverse shell?,A reverse shell is a type of attack where a compromised system connects back to an attacker's system, providing remote control of the target machine.,,,,,,,,,,A reverse shell is a type of attack where a compromised system connects back to an attacker's system  providing remote control of the target machine.
Ethical Hacking and Penetration Testing,What is a cross-site request forgery (CSRF) attack?,A CSRF attack is a type of malicious exploit that tricks a user into performing an unwanted action on a web application in which they are authenticated.,,,,,,,,,,,A CSRF attack is a type of malicious exploit that tricks a user into performing an unwanted action on a web application in which they are authenticated.
Ethical Hacking and Penetration Testing,What is session hijacking?,Session hijacking is the act of stealing a valid session token to impersonate a legitimate user and gain unauthorized access to their account or services.,,,,,,,,,,,Session hijacking is the act of stealing a valid session token to impersonate a legitimate user and gain unauthorized access to their account or services.
Ethical Hacking and Penetration Testing,What is the OWASP Top 10?,The OWASP Top 10 is a list of the ten most critical security risks to web applications, compiled by the Open Web Application Security Project (OWASP) to help developers and organizations improve security practices.,,,,,,,,,,The OWASP Top 10 is a list of the ten most critical security risks to web applications  compiled by the Open Web Application Security Project (OWASP) to help developers and organizations improve security practices.
Ethical Hacking and Penetration Testing,What is an attack surface?,An attack surface is the sum total of all points in a system or network where an attacker could potentially gain unauthorized access, such as open ports, services, and applications.,,,,,,,,An attack surface is the sum total of all points in a system or network where an attacker could potentially gain unauthorized access  such as open ports  services  and applications.
Ethical Hacking and Penetration Testing,What is a honeypot?,A honeypot is a decoy system or service designed to attract and deceive attackers, allowing security teams to monitor attack techniques and gather intelligence about potential threats.,,,,,,,,,,A honeypot is a decoy system or service designed to attract and deceive attackers  allowing security teams to monitor attack techniques and gather intelligence about potential threats.
Ethical Hacking and Penetration Testing,What is a packet sniffer?,A packet sniffer is a tool used to capture and analyze network traffic, often used in penetration testing to monitor communications and identify vulnerabilities or sensitive data.,,,,,,,,,,A packet sniffer is a tool used to capture and analyze network traffic  often used in penetration testing to monitor communications and identify vulnerabilities or sensitive data.
Ethical Hacking and Penetration Testing,What is the role of a security policy in an organization?,A security policy defines the rules, procedures, and guidelines for protecting an organization’s assets, systems, and information from unauthorized access or attacks.,,,,,,,A security policy defines the rules  procedures  and guidelines for protecting an organization’s assets  systems  and information from unauthorized access or attacks.
Ethical Hacking and Penetration Testing,What is patch management?,Patch management is the process of regularly updating software and systems with security patches to address vulnerabilities and protect against known threats.,,,,,,,,,,,Patch management is the process of regularly updating software and systems with security patches to address vulnerabilities and protect against known threats.
Ethical Hacking and Penetration Testing,What is a security audit?,A security audit is a systematic review of an organization's security policies, procedures, and controls to ensure they comply with best practices and regulations and to identify areas for improvement.,,,,,,,,,A security audit is a systematic review of an organization's security policies  procedures  and controls to ensure they comply with best practices and regulations and to identify areas for improvement.
Ethical Hacking and Penetration Testing,What is a security breach?,A security breach occurs when an unauthorized person gains access to a system or network and compromises its confidentiality, integrity, or availability.,,,,,,,,,A security breach occurs when an unauthorized person gains access to a system or network and compromises its confidentiality  integrity  or availability.
Ethical Hacking and Penetration Testing,What is a hash function?,A hash function is a cryptographic algorithm that converts input data (such as passwords or messages) into a fixed-length output, ensuring data integrity and security.,,,,,,,,,,A hash function is a cryptographic algorithm that converts input data (such as passwords or messages) into a fixed-length output  ensuring data integrity and security.
Ethical Hacking and Penetration Testing,What is the role of multi-factor authentication?,Multi-factor authentication (MFA) is a security measure that requires users to provide multiple forms of verification, such as a password and a fingerprint, to gain access to a system or application.,,,,,,,,,Multi-factor authentication (MFA) is a security measure that requires users to provide multiple forms of verification  such as a password and a fingerprint  to gain access to a system or application.
Ethical Hacking and Penetration Testing,What is a backdoor?,A backdoor is a hidden method of gaining unauthorized access to a system or network, often installed by attackers or malicious software for future exploitation.,,,,,,,,,,A backdoor is a hidden method of gaining unauthorized access to a system or network  often installed by attackers or malicious software for future exploitation.
