Domain,Question,,,,,,,,,,,,Answer
Accounting,What is working capital?,Working capital is a measure of a company’s short-term financial health, calculated as current assets minus current liabilities.,,,,,,,,,,it is a measure of a company’s short-term financial health  calculated as current assets minus current liabilities.
Accounting,What is a trial balance?,A trial balance is a report that lists all the balances in a company’s general ledger accounts to ensure that the total debits equal the total credits.,,,,,,,,,,,report that lists all the balances in a company’s general ledger accounts to ensure that the total debits equal the total credits.
Accounting,What is an income summary account?,An income summary account is a temporary account used to close revenue and expense accounts at the end of an accounting period before transferring the net income or loss to retained earnings.,,,,,,,,,,,temporary account used to close revenue and expense accounts at the end of an accounting period before transferring the net income or loss to retained earnings.
Accounting,What is retained earnings?,Retained earnings are the portion of a company’s profits that are not distributed as dividends but are reinvested in the business.,,,,,,,,,,,portion of a company’s profits that are not distributed as dividends but are reinvested in the business.
Accounting,What is a journal entry?,A journal entry is a record of a financial transaction in the company’s general ledger, showing the accounts affected, the amounts, and whether they are debited or credited.,,,,,,,,record of a financial transaction in the company’s general ledger  showing the accounts affected  the amounts  and whether they are debited or credited.
Accounting,What is a ledger in accounting?,A ledger is a collection of all the accounts used by a company, with individual entries recorded from journal entries and organized by account type.,,,,,,,,,,collection of all the accounts used by a company  with individual entries recorded from journal entries and organized by account type.
Accounting,What is an accounting period?,An accounting period is a specific timeframe for which financial transactions are recorded and financial statements are prepared, such as a month, quarter, or year.,,,,,,,,specific timeframe for which financial transactions are recorded and financial statements are prepared  such as a month  quarter  or year.
Accounting,What is a profit and loss statement?,A profit and loss statement (also known as an income statement) shows a company’s revenues, costs, and expenses over a specific period, resulting in net profit or loss.,,,,,,,,A profit and loss statement (also known as an income statement) shows a company’s revenues  costs  and expenses over a specific period  resulting in net profit or loss.
Accounting,What is a balance sheet equation?,The balance sheet equation is: Assets = Liabilities + Equity. It shows the relationship between a company’s resources (assets), its obligations (liabilities), and the ownership interest (equity).,,,,,,,,,The balance sheet equation is: Assets = Liabilities + Equity. It shows the relationship between a company’s resources (assets)  its obligations (liabilities)  and the ownership interest (equity).
Accounting,What is the purpose of the income statement?,The purpose of the income statement is to show the profitability of a company over a period of time by subtracting expenses from revenues to calculate net income or loss.,,,,,,,,,,, show the profitability of a company over a period of time by subtracting expenses from revenues to calculate net income or loss.
Accounting,What is a provision in accounting?,A provision is an estimated amount set aside for a probable future expense or liability, such as bad debt or warranty claims, which may not be certain in terms of timing or amount.,,,,,,,,,estimated amount set aside for a probable future expense or liability  such as bad debt or warranty claims  which may not be certain in terms of timing or amount.
Accounting,What is a contingent liability?,A contingent liability is a potential obligation that may arise depending on the outcome of a future event, such as a lawsuit or warranty claim.,,,,,,,,,, potential obligation that may arise depending on the outcome of a future event  such as a lawsuit or warranty claim.
Accounting,What is inventory accounting?,Inventory accounting involves tracking the value of a company’s inventory, which can include raw materials, work-in-progress, and finished goods, and determining the cost of goods sold (COGS).,,,,,,, involves tracking the value of a company’s inventory  which can include raw materials  work-in-progress  and finished goods  and determining the cost of goods sold (COGS).
Accounting,What is the cost of goods sold (COGS)?,COGS is the direct cost of producing or purchasing goods that a company sells during a specific period, including materials, labor, and manufacturing expenses.,,,,,,,, direct cost of producing or purchasing goods that a company sells during a specific period  including materials  labor  and manufacturing expenses.
Accounting,What is FIFO (First-In First-Out)? ,,FIFO is an inventory valuation method where the first items purchased or produced are the first ones to be sold, and the remaining inventory is valued based on the most recent purchases.,,,,,,,,,inventory valuation method where the first items purchased or produced are the first ones to be sold  and the remaining inventory is valued based on the most recent purchases.
Accounting,What is LIFO (Last-In First-Out)?,,LIFO is an inventory valuation method where the last items purchased or produced are the first ones to be sold, and the remaining inventory is valued based on earlier purchases.,,,,,,,,, inventory valuation method where the last items purchased or produced are the first ones to be sold  and the remaining inventory is valued based on earlier purchases.
Accounting,What is the difference between gross profit and net profit?,Gross profit is the difference between revenue and the cost of goods sold (COGS), while net profit is the total profit after accounting for all expenses, taxes, and interest.,,,,,,,,Gross profit is the difference between revenue and the cost of goods sold (COGS)  while net profit is the total profit after accounting for all expenses  taxes  and interest.
Accounting,What is an audit trail?,An audit trail is a chronological record of financial transactions that provides a clear, traceable path from original documents to final reports, ensuring transparency and accuracy.,,,,,,,,,chronological record of financial transactions that provides a clear  traceable path from original documents to final reports  ensuring transparency and accuracy.
Accounting,What is an amortization schedule?,An amortization schedule is a table that outlines the periodic payments of a loan, showing the breakdown of principal and interest over time.,,,,,,,,,,it is a table that outlines the periodic payments of a loan  showing the breakdown of principal and interest over time.
Accounting,What is a budget?,A budget is a financial plan that outlines expected revenues and expenses for a specific period, helping businesses manage resources and track performance against goals.,,,,,,,,,,it is a financial plan that outlines expected revenues and expenses for a specific period  helping businesses manage resources and track performance against goals.
Accounting,What is variance analysis?,Variance analysis involves comparing actual financial performance to budgeted or forecasted performance to identify differences (variances) and understand the reasons behind them.,,,,,,,,,,, involves comparing actual financial performance to budgeted or forecasted performance to identify differences (variances) and understand the reasons behind them.
Accounting,What is the difference between a capital expenditure (CapEx) and an operating expenditure (OpEx)?,Capital expenditures (CapEx) are investments in long-term assets, such as property or equipment, while operating expenditures (OpEx) are the ongoing costs of running a business, such as rent, wages, and utilities.,,,,,, investments in long-term assets  such as property or equipment  while operating expenditures (OpEx) are the ongoing costs of running a business  such as rent  wages  and utilities.
Accounting,What is EBITDA?,EBITDA stands for Earnings Before Interest, Taxes, Depreciation, and Amortization, and it is a measure of a company’s profitability from its core operations.,,,,,,, Earnings Before Interest  Taxes  Depreciation  and Amortization  and it is a measure of a company’s profitability from its core operations.
Accounting,What is a sinking fund?,A sinking fund is a fund set aside to pay off a debt or liability, often used by companies to ensure they have the funds to meet future obligations, such as bond repayments.,,,,,,,,,fund set aside to pay off a debt or liability  often used by companies to ensure they have the funds to meet future obligations  such as bond repayments.
Accounting,What is the difference between accrual and cash accounting?,Accrual accounting recognizes revenues and expenses when earned or incurred, while cash accounting recognizes them when cash is received or paid.,,,,,,,,,,Accrual accounting recognizes revenues and expenses when earned or incurred  while cash accounting recognizes them when cash is received or paid.
Accounting,What is a bank reconciliation?,A bank reconciliation is the process of comparing a company’s accounting records with its bank statement to ensure that all transactions match and there are no discrepancies.,,,,,,,,,,, the process of comparing a company’s accounting records with its bank statement to ensure that all transactions match and there are no discrepancies.
Accounting,What is a direct tax?,A direct tax is a tax imposed directly on an individual or organization, such as income tax or corporate tax, where the taxpayer bears the tax burden.,,,,,,,,,A direct tax is a tax imposed directly on an individual or organization  such as income tax or corporate tax  where the taxpayer bears the tax burden.
Accounting,What is an indirect tax?,An indirect tax is a tax that is levied on goods or services, such as sales tax or value-added tax (VAT), and is passed on to consumers in the form of higher prices.,,,,,,,,,An indirect tax is a tax that is levied on goods or services  such as sales tax or value-added tax (VAT)  and is passed on to consumers in the form of higher prices.
