Domain,Question,,,,,,,,,,,,Answer
UX/UI Design,What is a usability metric?,A usability metric quantifies aspects of usability, such as task completion rate, time on task, or user satisfaction.,,,,,,,,A usability metric quantifies aspects of usability  such as task completion rate  time on task  or user satisfaction.
UX/UI Design,What is the purpose of a progress bar in UI?,A progress bar visually communicates the status of a task, helping users understand how much is completed or remaining.,,,,,,,,,,A progress bar visually communicates the status of a task  helping users understand how much is completed or remaining.
UX/UI Design,What is adaptive design?,Adaptive design creates multiple layouts tailored to specific devices or screen sizes, rather than a single responsive design.,,,,,,,,,,Adaptive design creates multiple layouts tailored to specific devices or screen sizes  rather than a single responsive design.
UX/UI Design,What is contextual design?,Contextual design involves designing interfaces based on how users interact with the product in their natural environment.,,,,,,,,,,,Contextual design involves designing interfaces based on how users interact with the product in their natural environment.
UX/UI Design,What is the importance of storytelling in UX design?,Storytelling connects users emotionally to the product, making the experience memorable and engaging.,,,,,,,,,,Storytelling connects users emotionally to the product  making the experience memorable and engaging.
UX/UI Design,What is the role of empathy in UX design?,Empathy helps designers understand users’ needs, emotions, and challenges, leading to more user-centered solutions.,,,,,,,,Empathy helps designers understand users’ needs  emotions  and challenges  leading to more user-centered solutions.
UX/UI Design,What is the F-pattern in UX design?,"The F-pattern is a reading pattern where users scan a page in an ""F"" shape", emphasizing the importance of placing key information in the top-left area.,,,,,,,,,,"The F-pattern is a reading pattern where users scan a page in an ""F"" shape  emphasizing the importance of placing key information in the top-left area."
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
