Domain,Question,,,,,,,,,,,,Answer
Full Stack Development,What is the difference between synchronous and asynchronous programming?,Synchronous programming executes tasks sequentially, while asynchronous programming allows tasks to be executed concurrently, improving efficiency in web applications.,,,,,,,,,Synchronous programming executes tasks sequentially  while asynchronous programming allows tasks to be executed concurrently  improving efficiency in web applications.
Full Stack Development,What is JavaScript Promises?,JavaScript Promises are objects representing the eventual completion (or failure) of an asynchronous operation and its resulting value.,,,,,,,,,,,JavaScript Promises are objects representing the eventual completion (or failure) of an asynchronous operation and its resulting value.
Full Stack Development,What are WebSockets?,WebSockets are a protocol that provides full-duplex communication channels over a single TCP connection, enabling real-time data transfer between client and server.,,,,,,,,,,WebSockets are a protocol that provides full-duplex communication channels over a single TCP connection  enabling real-time data transfer between client and server.
Full Stack Development,What is authentication in web applications?,Authentication is the process of verifying the identity of a user, typically through methods like usernames, passwords, or multi-factor authentication (MFA).,,,,,,,,Authentication is the process of verifying the identity of a user  typically through methods like usernames  passwords  or multi-factor authentication (MFA).
Full Stack Development,What is authorization in web applications?,Authorization is the process of granting or denying a user access to specific resources or actions within a web application based on their permissions.,,,,,,,,,,,Authorization is the process of granting or denying a user access to specific resources or actions within a web application based on their permissions.
Full Stack Development,What is JWT (JSON Web Token)?,JWT is a compact, URL-safe means of representing claims between two parties, often used for authentication and authorization in web applications.,,,,,,,,,JWT is a compact  URL-safe means of representing claims between two parties  often used for authentication and authorization in web applications.
Full Stack Development,What is OAuth?,OAuth is an open standard for access delegation that allows users to grant third-party applications limited access to their resources without sharing their credentials.,,,,,,,,,,,OAuth is an open standard for access delegation that allows users to grant third-party applications limited access to their resources without sharing their credentials.
Full Stack Development,What is the purpose of CORS?,CORS (Cross-Origin Resource Sharing) is a security feature that allows or restricts resources on a web server to be requested from another domain.,,,,,,,,,,,CORS (Cross-Origin Resource Sharing) is a security feature that allows or restricts resources on a web server to be requested from another domain.
Full Stack Development,What is a Progressive Web App (PWA)?,A PWA is a web application that uses modern web capabilities to deliver an app-like experience to users, with features like offline functionality and push notifications.,,,,,,,,,,A PWA is a web application that uses modern web capabilities to deliver an app-like experience to users  with features like offline functionality and push notifications.
Full Stack Development,What is AJAX?,AJAX (Asynchronous JavaScript and XML) is a technique for making asynchronous requests to a server, allowing web pages to update dynamically without refreshing.,,,,,,,,,,AJAX (Asynchronous JavaScript and XML) is a technique for making asynchronous requests to a server  allowing web pages to update dynamically without refreshing.
Full Stack Development,What is a Content Management System (CMS)?,A CMS is a software application that allows users to create, manage, and modify content on a website without needing specialized technical knowledge.,,,,,,,,,A CMS is a software application that allows users to create  manage  and modify content on a website without needing specialized technical knowledge.
Full Stack Development,What is a microservices architecture?,A microservices architecture is an approach to software development where an application is built as a collection of loosely coupled, independently deployable services.,,,,,,,,,,A microservices architecture is an approach to software development where an application is built as a collection of loosely coupled  independently deployable services.
Full Stack Development,What is serverless architecture?,Serverless architecture allows developers to build and run applications without managing infrastructure, where the cloud provider automatically provisions, scales, and manages the resources.,,,,,,,,Serverless architecture allows developers to build and run applications without managing infrastructure  where the cloud provider automatically provisions  scales  and manages the resources.
Full Stack Development,What is cloud computing?,Cloud computing is the delivery of computing services like servers, storage, databases, and networking over the internet, allowing for flexible and on-demand access.,,,,,,,Cloud computing is the delivery of computing services like servers  storage  databases  and networking over the internet  allowing for flexible and on-demand access.
Full Stack Development,What are the benefits of cloud computing?,Cloud computing offers benefits like scalability, cost savings, flexibility, reliability, and the ability to access resources from anywhere.,,,,,,,Cloud computing offers benefits like scalability  cost savings  flexibility  reliability  and the ability to access resources from anywhere.
Full Stack Development,"What is the difference between IaaS, PaaS  and SaaS?",,,IaaS (Infrastructure as a Service) provides virtualized computing resources; PaaS (Platform as a Service) offers a platform for building and deploying applications; SaaS (Software as a Service) delivers software applications over the internet.,,,,,,,,,IaaS (Infrastructure as a Service) provides virtualized computing resources; PaaS (Platform as a Service) offers a platform for building and deploying applications; SaaS (Software as a Service) delivers software applications over the internet.
Full Stack Development,What is Docker?,Docker is an open-source platform for automating the deployment of applications inside lightweight, portable containers, which ensure consistency across different environments.,,,,,,,,,Docker is an open-source platform for automating the deployment of applications inside lightweight  portable containers  which ensure consistency across different environments.
Full Stack Development,What is Kubernetes?,Kubernetes is an open-source platform for automating the deployment, scaling, and management of containerized applications.,,,,,,,,,Kubernetes is an open-source platform for automating the deployment  scaling  and management of containerized applications.
Full Stack Development,What is the purpose of a content delivery network (CDN)?,A CDN is a network of servers that deliver content (like images, videos, and web pages) to users based on their geographic location, improving load times and performance.,,,,,,,,A CDN is a network of servers that deliver content (like images  videos  and web pages) to users based on their geographic location  improving load times and performance.
Full Stack Development,What is a load balancer?,A load balancer distributes incoming network traffic across multiple servers to ensure no single server is overwhelmed, improving performance and reliability.,,,,,,,,,,A load balancer distributes incoming network traffic across multiple servers to ensure no single server is overwhelmed  improving performance and reliability.
Full Stack Development,What is HTTP/2?,HTTP/2 is a major revision of the HTTP network protocol that improves performance by supporting multiplexing, header compression, and server push.,,,,,,,,,HTTP/2 is a major revision of the HTTP network protocol that improves performance by supporting multiplexing  header compression  and server push.
Full Stack Development,What is an API Gateway?,An API Gateway is a server that acts as an API entry point, routing requests to appropriate services, handling load balancing, and managing traffic.,,,,,,,,An API Gateway is a server that acts as an API entry point  routing requests to appropriate services  handling load balancing  and managing traffic.
Full Stack Development,What is the role of unit testing in Full Stack Development?,Unit testing involves testing individual components or functions of an application to ensure they work as expected before integrating them into the larger system.,,,,,,,,,,,Unit testing involves testing individual components or functions of an application to ensure they work as expected before integrating them into the larger system.
Full Stack Development,What is Continuous Integration (CI)?,CI is the practice of frequently integrating code changes into a shared repository, where automated builds and tests are run to detect issues early.,,,,,,,,,,CI is the practice of frequently integrating code changes into a shared repository  where automated builds and tests are run to detect issues early.
Full Stack Development,What is Continuous Deployment (CD)?,CD is the practice of automatically deploying code changes to production after passing CI tests, enabling rapid release cycles.,,,,,,,,,,CD is the practice of automatically deploying code changes to production after passing CI tests  enabling rapid release cycles.
Full Stack Development,What are the benefits of using a version control system?,Version control systems help in tracking changes, collaboration, branching, and reverting changes, ensuring the integrity of the codebase.,,,,,,,Version control systems help in tracking changes  collaboration  branching  and reverting changes  ensuring the integrity of the codebase.
Full Stack Development,What is the difference between GET and POST methods in HTTP?,GET is used to retrieve data from the server, while POST is used to send data to the server, typically for creating or updating resources.,,,,,,,,,GET is used to retrieve data from the server  while POST is used to send data to the server  typically for creating or updating resources.
Full Stack Development,What is a RESTful API?,A RESTful API follows the principles of Representational State Transfer (REST), using HTTP methods like GET, POST, PUT, and DELETE to perform operations on resources.,,,,,,,A RESTful API follows the principles of Representational State Transfer (REST)  using HTTP methods like GET  POST  PUT  and DELETE to perform operations on resources.
Full Stack Development,What is the role of a system administrator in Full Stack Development?,System administrators manage servers, databases, and network resources, ensuring that the infrastructure is reliable and secure to support the full stack.,,,,,,,,System administrators manage servers  databases  and network resources  ensuring that the infrastructure is reliable and secure to support the full stack.
