Domain,Question,,,,,,,,,,,,Answer
Software Development,What are cookies and sessions in web development?,Cookies are small pieces of data stored on the client's browser, while sessions store data on the server to track a user's interaction with a website.,,,,,,,,,,Cookies are small pieces of data stored on the client's browser  while sessions store data on the server to track a user's interaction with a website.
Software Development,What is the Model-View-Controller (MVC) design pattern?,MVC is a software design pattern that separates an application into three components: the model (data), the view (user interface), and the controller (logic that updates the model and view).,,,,,,,,,MVC is a software design pattern that separates an application into three components: the model (data)  the view (user interface)  and the controller (logic that updates the model and view).
Software Development,What is a version control system (VCS) and why is it important?,,A VCS tracks changes to files over time, enabling collaboration, version tracking, and rollback. It's important for managing code changes in software development projects.,,,,,,,A VCS tracks changes to files over time  enabling collaboration  version tracking  and rollback. It's important for managing code changes in software development projects.
Software Development,What is Git and how do you use it in software development?,,Git is a distributed version control system that allows multiple developers to work on code simultaneously, track changes, and collaborate on software development projects.,,,,,,,,Git is a distributed version control system that allows multiple developers to work on code simultaneously  track changes  and collaborate on software development projects.
Software Development,What is a pull request in Git?,A pull request is a request to merge changes made in a branch into another branch, typically the main branch, after code review.,,,,,,,,,A pull request is a request to merge changes made in a branch into another branch  typically the main branch  after code review.
Software Development,What is the difference between Git merge and Git rebase?,Git merge combines the histories of two branches, creating a new commit, while Git rebase moves the entire branch to start from the target branch, resulting in a cleaner, linear history.,,,,,,,Git merge combines the histories of two branches  creating a new commit  while Git rebase moves the entire branch to start from the target branch  resulting in a cleaner  linear history.
Software Development,What is continuous integration and continuous deployment (CI/CD)?,CI/CD is a set of practices that involve automatically testing and deploying code changes to production, enabling faster and more reliable software delivery.,,,,,,,,,,CI/CD is a set of practices that involve automatically testing and deploying code changes to production  enabling faster and more reliable software delivery.
Software Development,What is a microservices architecture and how does it differ from monolithic architecture?,,Microservices architecture divides an application into small, independent services that can be developed, deployed, and scaled independently, while monolithic architecture is a single, unified application.,,,,, Microservices architecture divides an application into small  independent services that can be developed  deployed  and scaled independently  while monolithic architecture is a single  unified application.
Software Development,What is cloud computing and how is it used in software development?,,Cloud computing provides on-demand computing resources (storage, processing) over the internet, allowing software applications to scale easily and enabling remote access.,,,,,,,, Cloud computing provides on-demand computing resources (storage  processing) over the internet  allowing software applications to scale easily and enabling remote access.
Software Development,What is Docker and how is it used in software development?,,Docker is a platform that enables developers to package applications into containers, ensuring consistent environments across different systems and simplifying deployment.,,,,,,,,, and how is it used in software development? Docker is a platform that enables developers to package applications into containers  ensuring consistent environments across different systems and simplifying deployment.
Software Development,Can you explain the concept of containerization and how it differs from virtualization?,Containerization isolates applications in lightweight containers that share the same OS kernel, while virtualization involves running full operating systems on separate virtual machines with their own kernel.,,,,,,,,,,Containerization isolates applications in lightweight containers that share the same OS kernel  while virtualization involves running full operating systems on separate virtual machines with their own kernel.
Software Development,What are web frameworks and can you name a few popular ones?,,Web frameworks are tools that simplify web application development. Popular ones include Django, Flask, Ruby on Rails, and Laravel.,,,,,,, Web frameworks are tools that simplify web application development. Popular ones include Django  Flask  Ruby on Rails  and Laravel.
Software Development,What is Agile development methodology?,Agile is a project management and software development methodology that emphasizes iterative development, collaboration, and flexibility to respond to changing requirements.,,,,,,,,,Agile is a project management and software development methodology that emphasizes iterative development  collaboration  and flexibility to respond to changing requirements.
Software Development,What is Scrum and how does it differ from Kanban?,,Scrum is an Agile framework that organizes work into fixed-length sprints, while Kanban is a more flexible Agile method focusing on continuous flow and visualizing work progress.,,,,,,,,,Scrum is an Agile framework that organizes work into fixed-length sprints  while Kanban is a more flexible Agile method focusing on continuous flow and visualizing work progress.
Software Development,What is Test-Driven Development (TDD)?,TDD is a software development approach where tests are written before the code, ensuring the code is designed to pass those tests.,,,,,,,,,,TDD is a software development approach where tests are written before the code  ensuring the code is designed to pass those tests.
Software Development,"What is the difference between unit testing, integration testing  and system testing?",,,Unit testing focuses on testing individual components or functions, integration testing checks,,,,,,,, Unit testing focuses on testing individual components or functions  integration testing checks
